mass_Z_1,mass_Z_2,mass_H,type_1_1,px_1_1,py_1_1,pz_1_1,energy_1_1,charge_1_1,isolation_1_1,sip3d_1_1,type_1_2,px_1_2,py_1_2,pz_1_2,energy_1_2,charge_1_2,isolation_1_2,sip3d_1_2,type_2_1,px_2_1,py_2_1,pz_2_1,energy_2_1,charge_2_1,isolation_2_1,sip3d_2_1,type_2_2,px_2_2,py_2_2,pz_2_2,energy_2_2,charge_2_2,isolation_2_2,sip3d_2_2
35.63464629847652,93.39127987591247,232.18720753713419,ELECTRON,23.52602872104187,-10.70862435353882,-137.95260364686092,140.353373724597,1.0,3.5007965564727783,1.1485271403916337,ELECTRON,42.45880583871171,-16.492257259328895,-84.90332725027716,96.34998557822914,-1.0,1.0859949588775635,1.1017588946141297,MUON,-34.28177824756231,15.717842481582679,32.34175777132438,49.68178929778901,-1.0,2.5898616313934326,1.8984223843002173,MUON,20.27607491153271,-7.200005994025793,-40.03271107512158,45.448622159051816,1.0,2.2242250442504883,4.322122832425059
35.63464629847652,57.28090407057141,146.2703760666819,ELECTRON,23.52602872104187,-10.70862435353882,-137.95260364686092,140.353373724597,1.0,3.5007965564727783,1.1485271403916337,ELECTRON,42.45880583871171,-16.492257259328895,-84.90332725027716,96.34998557822914,-1.0,1.0859949588775635,1.1017588946141297,MUON,20.27607491153271,-7.200005994025793,-40.03271107512158,45.448622159051816,1.0,2.2242250442504883,4.322122832425059,MUON,-13.236667316430287,6.61476243917875,11.682505233852226,18.853258930795185,-1.0,6.858544826507568,1.0
3.0188456794694454,10.477169333676397,84.39800833834583,MUON,-44.014679087863655,-13.684601419224713,-219.79145518855924,224.5725808399483,-1.0,0.21075862646102905,0.9304608765060531,MUON,-6.706232637535315,-0.9031767311192426,-33.43200421312678,34.10994268688979,1.0,0.9268096685409546,2.070376531639629,ELECTRON,15.776737471962566,2.870358565719426,-15.270314958539581,22.14332681617702,-1.0,0.3789888024330139,1.8656113689227605,ELECTRON,6.52550061394761,2.8712639709271683,-20.236115671875428,21.45522529685711,1.0,3.2895960807800293,1.0450808336373125
1.5989769529730036,0.7328383189431662,27.215534138166337,MUON,-7.561464087027149,0.17960035090841067,-11.242896824786055,13.550303481407052,-1.0,0.41113725304603577,0.750014429638594,MUON,-3.6451406581449537,0.597887026738921,-7.484126833446811,8.346057378997745,1.0,1.428651213645935,1.1524558008652144,MUON,5.373184852655802,2.9040989862129942,0.5555102766687456,6.1329844325595415,-1.0,2.6287665367126465,7.371108199996196,MUON,4.371314211684753,3.04230503897127,0.15271418086360616,5.327976117482502,1.0,2.648536443710327,12.812540489257628
25.37110488573222,1.8997746710023542,39.35816328447709,MUON,0.24886515356924233,-5.899878256061016,11.933900888789903,13.314972314070468,-1.0,0.0,14.671697198386136,MUON,1.6764359243000155,9.880394555170543,-7.889126176106264,12.754252067316703,1.0,1.2751848697662354,0.962655396692721,MUON,-0.4741571293458638,-6.092576707334803,11.033656110651162,12.61292523906242,1.0,1.1745930910110474,22.249725758817007,MUON,-1.451675639660666,-2.783602842012636,4.661768909895284,5.6203110513664,-1.0,0.583910346031189,1.0
3.49339830899887,0.40069397462914474,56.853369006875866,ELECTRON,9.732477870917393,-15.329772231845485,57.723500142470414,60.51219307615565,1.0,0.3405672311782837,2.7041696988841086,ELECTRON,7.455455717104657,-7.1116623319721075,30.126549384076778,31.83973207903792,-1.0,0.3562316596508026,1.931794544303321,MUON,-6.219100266676413,14.906454732763375,16.98279480112248,23.437041623974878,-1.0,1.3549178838729858,0.29607240896534154,MUON,-2.637723542766942,6.803836602747703,7.9589157335979905,10.797875608631081,1.0,2.9122745990753174,2.5242676373278767
29.390095776718013,0.40069397462914474,55.73940585376787,ELECTRON,9.732477870917393,-15.329772231845485,57.723500142470414,60.51219307615565,1.0,0.3405672311782837,2.7041696988841086,ELECTRON,1.4105295268401077,12.498921621137898,24.06932031555763,27.15777633920626,-1.0,0.6378588080406189,1.7107804325053642,MUON,-6.219100266676413,14.906454732763375,16.98279480112248,23.437041623974878,-1.0,1.3549178838729858,0.29607240896534154,MUON,-2.637723542766942,6.803836602747703,7.9589157335979905,10.797875608631081,1.0,2.9122745990753174,2.5242676373278767
7.751309182659322,5.486124473906803,13.348172946951872,MUON,-14.628312992302469,21.544982999141524,-7.379125605267568,27.067052446329985,-1.0,2.661430597305298,3.0861844321939107,MUON,-16.757682173702868,14.225303040973415,-10.448049755784687,24.338054608816186,1.0,2.54179310798645,11.245371091958164,MUON,-11.344753817020251,10.499589384357666,-7.497150431678632,17.17999071606649,-1.0,3.863403081893921,4.23786680383597,MUON,-7.003669861163503,10.620073317990302,-2.049161278500885,12.885511660348104,1.0,4.032134532928467,3.48313533191319
3.056881282324775,1.8995316481510076,43.47216746646974,MUON,5.08865204906284,14.202580300996663,23.505467140604715,27.9305326189949,1.0,1.6562248468399048,3.094884037654156,MUON,5.707163683066024,9.99407524944934,14.87614789939281,18.80832352235501,-1.0,2.5003440380096436,3.522971033170318,MUON,2.435760134086646,-9.86360543782254,10.803664279290922,14.830468688597634,1.0,1.3543145656585693,1.4714112721385617,MUON,4.057780600891471,-8.9839177749697,9.717034253388865,13.841861026390932,-1.0,0.6428616046905518,10.133075169520463
48.57455386998654,0.47047814233987095,83.62830107658253,MUON,78.64842546559862,8.129246085035431,-20.339923098999147,81.64172916959859,1.0,0.4652353823184967,1.5350488828172921,MUON,-0.16367937821456882,4.603477244830493,-18.908836615274762,19.46183176953496,-1.0,8.20353889465332,1.4770429483509133,MUON,-6.515383201105196,-3.6465078771257438,-0.07328588353005708,7.466766956046551,1.0,10.2011079788208,1.948952348271906,MUON,-5.025358645876073,-2.9791923391556456,-0.44764430435882535,5.85919806258416,-1.0,13.037431716918945,5.1458840063780285
52.28041351712152,7.516825612145139,64.39322179281862,MUON,27.887278452096094,-12.56943244005048,-64.6857511691795,71.55373739820124,1.0,0.71224445104599,0.5681984220038289,MUON,-8.552954327196355,5.9377377796684145,3.9625570793601166,11.14053931685515,-1.0,2.5321996212005615,9.684425971751995,MUON,2.262459713691886,-3.168175913392557,-0.047301262077636,3.893366150733022,-1.0,0.2444230169057846,80.00864271328184,MUON,-2.998661361074423,2.152710706762565,0.6813552179240372,3.7537152633628463,1.0,6.704665184020996,13.018908982073988
97.16717360118311,5.263161464250561,134.37986185262952,MUON,19.49040971213596,-104.33475356695915,-608.498476627995,617.6860148418577,-1.0,0.0,0.433141282485789,MUON,-24.56041978186562,7.903468463991265,-72.49560009577544,76.94992571061623,1.0,0.11385379731655121,0.5909365529788484,ELECTRON,-18.132504995326737,-11.229934553268217,-50.16031428410078,54.50647939975578,-1.0,1.7249805927276611,20.979237607520222,ELECTRON,-12.190353050620601,-2.9257043385042816,-31.19589350737472,33.62065176492838,1.0,4.475071907043457,2.851477572346444
50.60838023349358,7.769658403071794,58.79309335137455,MUON,-21.08444908971864,-38.32096381195083,14.863222220311048,46.19486590157104,1.0,1.4314095973968506,5.870065369493545,MUON,-34.5144918111692,-7.7621606073208635,-23.36544301306541,42.39628768505465,-1.0,1.0564676523208618,30.418135500798517,MUON,-6.117245428046076,-1.7914181928543935,-5.083881291150096,8.153264361661916,1.0,5.722163200378418,59.841464054525375,MUON,-1.8821085742417898,-5.098972410563903,1.1038542798584703,5.54620109625392,-1.0,11.392535209655762,33.27077354570194
3.1499128236874294,0.27869583521176144,5.179308417376344,MUON,8.487869659861005,-9.523940283561725,28.57718757678781,31.29544726771858,-1.0,1.5888735055923462,1.5648286932569402,MUON,4.440587995745114,-3.375887173761525,17.568395165129825,18.4326868534156,1.0,2.3351216316223145,2.233299415232115,MUON,4.749137226130123,-3.3772762608468487,11.196334119588977,12.622131240490525,1.0,2.588066577911377,0.4149787973717169,MUON,2.5186450809986267,-1.9739497499186152,6.463921957940091,7.212651228056324,-1.0,4.985365390777588,3.4102776565026014
11.178971777029995,13.993956218298626,28.976840311039886,MUON,2.0627030406055664,4.526940483612165,9.618929842373856,10.82920797142619,1.0,0.8300423622131348,0.16929260700924428,MUON,0.5250724305726915,-6.11913034035011,5.719761793918247,8.392564099171816,-1.0,1.2347508668899536,0.32240836974573023,MUON,-1.6951706146271457,-4.42506638361275,6.33836551005327,7.913892420996627,-1.0,0.5258093476295471,0.3141078204364868,MUON,5.786733797862423,-0.922641937779863,-4.95947200085195,7.676843017797609,1.0,2.01975679397583,0.4321264849439528
